Course_Name,Course_ID,CU_Pk1,Item_Position,Gradebook_Item,Gradebook_Type,Gradebook_Date,Grade_Catagory,Status,Points_Earned,Points_Attempted,Points_Possible,last_access_date
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,12,1.1: Quiz,N,02:32.0,Qz,,10,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,13,1.2: Quiz,N,07:15.3,Qz,,9,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,14,1.3: Create a Living Creature,N,25:18.1,Hw,,10,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,15,1.3: Create a Living Creature - Discussion Board,N,30:25.6,Hw,,9.25,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,16,1.4: Negative Feedback Loop Flowchart,N,41:48.4,Hw,,8.13,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,17,1.5: Quiz,N,47:30.0,Qz,,8.375,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,18,Unit 1 Assessment: Pickle Autopsy Lab,N,NULL,Hw,,NULL,0,30,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,19,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,69.755,105,105,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,20,2.1: Types of Membranes,N,05:49.7,Hw,,8.5,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,21,2.2 - 2.3: Quiz,N,12:42.2,Qz,,8,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,22,2.4 - 2.5 Quiz,N,48:39.9,Qz,,6,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,23,2.6: Quiz,N,13:42.5,Qz,,9,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,24,Unit 2 Assessment: Test,N,53:18.0,Qz,,23,0,30,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,25,3.1: Models of the Integumentary System,N,01:21.9,Hw,,6,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,26,3.2 - 3.3: Quiz,N,37:34.2,Qz,,5,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,27,3.4: Skin Twin - Discussion Board,N,29:15.4,Hw,,7,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,28,Unit 3 Assessment: UV Exposure Lab,N,NULL,Hw,,NULL,0,30,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,29,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,142.255,235,235,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,30,4.2: Balloon Skull Lab,N,NULL,Hw,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,31,4.1 - 4.3: Quiz,N,49:49.9,Qz,,9,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,32,4.4: Quiz,N,52:22.1,Qz,,7,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,33,4.5: Muscle Movements in our Daily Life,N,NULL,Hw,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,34,4.6: Soda and Osteoporosis Research Writing,N,NULL,Hw,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,35,Unit 4 Assessment: Test,N,NULL,Qz,,NULL,0,30,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,36,5.1: Quiz,N,07:14.4,Qz,,6,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,37,5.4: Muscle Tissue Types Chart,N,NULL,Hw,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,38,5.2 - 5.4: Quiz,N,NULL,Qz,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,39,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,164.255,345,345,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,40,5.5: Naming Skeletal Muscle - Discussion Board,N,NULL,Hw,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,41,5.6: Quiz,N,NULL,Qz,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,42,Unit 5 Assessment: Fitness Class Poster,N,NULL,Hw,,NULL,0,30,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,43,6.1: Quiz,N,NULL,Qz,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,44,6.2: Helmet Law - Discussion Board,N,NULL,Hw,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,45,6.3 - 6.4: Quiz,N,NULL,Qz,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,46,6.5: Diagramming the Nervous System,N,NULL,Hw,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,47,Unit 6 Assessment: Test,N,NULL,Qz,,NULL,0,30,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,48,7.1: Quiz,N,NULL,Qz,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,49,7.2: Virtual Eye Dissection,N,NULL,Hw,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,50,7.3: Anatomy and Physiology of Hearing Flow Chart,N,NULL,Hw,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,51,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,164.255,495,495,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,52,7.4: Quiz,N,NULL,Qz,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,53,Unit 7 Assessment: Create Your Own Senses Experiment,N,NULL,Hw,,NULL,0,30,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,54,8.1 - 8.3: Quiz,N,NULL,Qz,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,55,8.4: Negative Feedback Loops of the Endocrine Pancreas,N,NULL,Hw,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,56,8.5: Modeling Leptin and Obesity,N,NULL,Hw,,NULL,0,10,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,57,Unit 8 Assessment: Test,N,NULL,Qz,,NULL,0,30,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,58,Final Exam,N,NULL,,,NULL,0,30,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257986,59,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,164.255,0,625,35:53.5
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,3,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,567.055,0,625,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,4,WORK ATTEMPTED,T,NULL,,,567.055,625,625,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,9,0.1: Message Your Instructor,N,02:24.3,,,5,0,5,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,10,0.2: Intro Assignment - Discussion Board,N,13:31.2,Hw,,5,0,5,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,11,0.3: Intro Assignment - Submitting Files,N,27:59.6,Hw,,5,0,5,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,12,1.1: Quiz,N,11:16.6,Qz,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,13,1.2: Quiz,N,57:28.1,Qz,,9,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,14,1.3: Create a Living Creature,N,12:51.7,Hw,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,15,1.3: Create a Living Creature - Discussion Board,N,20:45.0,Hw,,6.25,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,16,1.4: Negative Feedback Loop Flowchart,N,06:15.0,Hw,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,17,1.5: Quiz,N,42:24.8,Qz,,8.875,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,18,Unit 1 Assessment: Pickle Autopsy Lab,N,53:23.3,Hw,,30,0,30,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,19,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,99.125,105,105,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,20,2.1: Types of Membranes,N,41:44.2,Hw,,8.5,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,21,2.2 - 2.3: Quiz,N,35:51.8,Qz,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,22,2.4 - 2.5 Quiz,N,29:46.3,Qz,,9,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,23,2.6: Quiz,N,43:31.4,Qz,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,24,Unit 2 Assessment: Test,N,50:27.3,Qz,,27,0,30,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,25,3.1: Models of the Integumentary System,N,54:49.5,Hw,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,26,3.2 - 3.3: Quiz,N,57:11.1,Qz,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,27,3.4: Skin Twin - Discussion Board,N,52:37.1,Hw,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,28,Unit 3 Assessment: UV Exposure Lab,N,56:32.3,Hw,,30,0,30,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,29,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,223.625,235,235,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,30,4.2: Balloon Skull Lab,N,18:13.1,Hw,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,31,4.1 - 4.3: Quiz,N,21:43.5,Qz,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,32,4.4: Quiz,N,03:13.4,Qz,,8,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,33,4.5: Muscle Movements in our Daily Life,N,04:03.1,Hw,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,34,4.6: Soda and Osteoporosis Research Writing,N,52:41.3,Hw,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,35,Unit 4 Assessment: Test,N,44:40.5,Qz,,25,0,30,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,36,5.1: Quiz,N,33:57.4,Qz,,7,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,37,5.4: Muscle Tissue Types Chart,N,25:50.4,Hw,,9.18,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,38,5.2 - 5.4: Quiz,N,46:07.5,Qz,,7,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,39,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,319.805,345,345,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,40,5.5: Naming Skeletal Muscle - Discussion Board,N,34:38.6,Hw,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,41,5.6: Quiz,N,43:14.8,Qz,,8,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,42,Unit 5 Assessment: Fitness Class Poster,N,07:28.8,Hw,,30,0,30,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,43,6.1: Quiz,N,49:48.4,Qz,,8,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,44,6.2: Helmet Law - Discussion Board,N,06:29.0,Hw,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,45,6.3 - 6.4: Quiz,N,27:59.6,Qz,,8,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,46,6.5: Diagramming the Nervous System,N,07:16.9,Hw,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,47,Unit 6 Assessment: Test,N,50:19.8,Qz,,22,0,30,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,48,7.1: Quiz,N,07:32.3,Qz,,9,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,49,7.2: Virtual Eye Dissection,N,00:02.2,Hw,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,50,7.3: Anatomy and Physiology of Hearing Flow Chart,N,00:37.2,Hw,,7.37,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,51,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,452.175,495,495,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,52,7.4: Quiz,N,06:28.9,Qz,,8,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,53,Unit 7 Assessment: Create Your Own Senses Experiment,N,51:42.8,Hw,,28.5,0,30,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,54,8.1 - 8.3: Quiz,N,07:09.6,Qz,,7,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,55,8.4: Negative Feedback Loops of the Endocrine Pancreas,N,09:41.4,Hw,,10,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,56,8.5: Modeling Leptin and Obesity,N,49:37.4,Hw,,9.38,0,10,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,57,Unit 8 Assessment: Test,N,48:02.5,Qz,,29,0,30,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,58,Final Exam,N,50:19.5,,,23,0,30,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258137,59,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,567.055,0,625,59:45.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,3,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,593.38,0,625,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,4,WORK ATTEMPTED,T,NULL,,,593.38,625,625,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,9,0.1: Message Your Instructor,N,11:34.4,,,5,0,5,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,10,0.2: Intro Assignment - Discussion Board,N,24:46.5,Hw,,5,0,5,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,11,0.3: Intro Assignment - Submitting Files,N,13:16.5,Hw,,5,0,5,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,12,1.1: Quiz,N,50:39.3,Qz,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,13,1.2: Quiz,N,15:32.2,Qz,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,14,1.3: Create a Living Creature,N,15:30.0,Hw,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,15,1.3: Create a Living Creature - Discussion Board,N,44:56.9,Hw,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,16,1.4: Negative Feedback Loop Flowchart,N,43:17.9,Hw,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,17,1.5: Quiz,N,23:56.3,Qz,,9.5,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,18,Unit 1 Assessment: Pickle Autopsy Lab,N,58:39.5,Hw,,30,0,30,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,19,PROGRESS CHECK 1 @ 02-16-17,P,NULL,,,104.5,105,105,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,20,2.1: Types of Membranes,N,03:10.4,Hw,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,21,2.2 - 2.3: Quiz,N,08:27.9,Qz,,9,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,22,2.4 - 2.5 Quiz,N,04:52.9,Qz,,9,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,23,2.6: Quiz,N,14:17.1,Qz,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,24,Unit 2 Assessment: Test,N,19:47.7,Qz,,29,0,30,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,25,3.1: Models of the Integumentary System,N,43:34.9,Hw,,9,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,26,3.2 - 3.3: Quiz,N,52:22.2,Qz,,9,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,27,3.4: Skin Twin - Discussion Board,N,25:15.2,Hw,,7,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,28,Unit 3 Assessment: UV Exposure Lab,N,13:49.0,Hw,,30,0,30,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,29,PROGRESS CHECK 2 @ 03-15-17,P,NULL,,,226.5,235,235,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,30,4.2: Balloon Skull Lab,N,34:46.0,Hw,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,31,4.1 - 4.3: Quiz,N,58:06.3,Qz,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,32,4.4: Quiz,N,18:38.4,Qz,,9,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,33,4.5: Muscle Movements in our Daily Life,N,20:03.0,Hw,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,34,4.6: Soda and Osteoporosis Research Writing,N,17:53.7,Hw,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,35,Unit 4 Assessment: Test,N,34:11.9,Qz,,28,0,30,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,36,5.1: Quiz,N,44:23.0,Qz,,9,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,37,5.4: Muscle Tissue Types Chart,N,21:43.2,Hw,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,38,5.2 - 5.4: Quiz,N,53:57.4,Qz,,8,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,39,PROGRESS CHECK 3 @ 04-18-17,P,NULL,,,330.5,345,345,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,40,5.5: Naming Skeletal Muscle - Discussion Board,N,09:50.0,Hw,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,41,5.6: Quiz,N,06:42.2,Qz,,8,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,42,Unit 5 Assessment: Fitness Class Poster,N,12:06.1,Hw,,30,0,30,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,43,6.1: Quiz,N,04:05.0,Qz,,8,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,44,6.2: Helmet Law - Discussion Board,N,53:24.0,Hw,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,45,6.3 - 6.4: Quiz,N,28:57.6,Qz,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,46,6.5: Diagramming the Nervous System,N,18:55.5,Hw,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,47,Unit 6 Assessment: Test,N,51:14.9,Qz,,28,0,30,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,48,7.1: Quiz,N,58:14.7,Qz,,8,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,49,7.2: Virtual Eye Dissection,N,41:40.0,Hw,,9.25,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,50,7.3: Anatomy and Physiology of Hearing Flow Chart,N,57:57.3,Hw,,9.13,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,51,PROGRESS CHECK 4 @ 05-15-17,P,NULL,,,470.88,495,495,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,52,7.4: Quiz,N,07:29.9,Qz,,7,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,53,Unit 7 Assessment: Create Your Own Senses Experiment,N,05:49.8,Hw,,28.5,0,30,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,54,8.1 - 8.3: Quiz,N,23:50.8,Qz,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,55,8.4: Negative Feedback Loops of the Endocrine Pancreas,N,19:42.8,Hw,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,56,8.5: Modeling Leptin and Obesity,N,13:29.8,Hw,,10,0,10,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,57,Unit 8 Assessment: Test,N,13:40.4,Qz,,28,0,30,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,58,Final Exam,N,15:27.5,,,29,0,30,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,257580,59,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,593.38,0,625,24:35.1
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258490,3,POINTS EARNED & TOTAL COURSE POINTS,T,NULL,,,405.24833,0,625,25:01.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258490,4,WORK ATTEMPTED,T,NULL,,,405.24833,625,625,25:01.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258490,9,0.1: Message Your Instructor,N,08:33.9,,,5,0,5,25:01.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258490,10,0.2: Intro Assignment - Discussion Board,N,01:39.8,Hw,,5,0,5,25:01.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258490,11,0.3: Intro Assignment - Submitting Files,N,08:18.1,Hw,,5,0,5,25:01.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258490,12,1.1: Quiz,N,36:21.3,Qz,,10,0,10,25:01.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258490,13,1.2: Quiz,N,42:47.3,Qz,,6.2,0,10,25:01.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258490,14,1.3: Create a Living Creature,N,22:17.7,Hw,,10,0,10,25:01.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258490,15,1.3: Create a Living Creature - Discussion Board,N,29:55.2,Hw,,7,0,10,25:01.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258490,16,1.4: Negative Feedback Loop Flowchart,N,12:36.6,Hw,,6.88,0,10,25:01.9
Anatomy and Physiology A (Sem2 16-17 Sec 01),AnPhA-S217-01,258490,17,1.5: Quiz,N,36:52.9,Qz,,5.875,0,10,25:01.9
