Extraction Date:,6/12/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated:,2/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State Name,SEA Education Environment,SEA Disability Category,American Indian or Alaska Native Age 3 to 5 ,Asian Age 3-5 ,Black or African American Age 3-5 ,Hispanic/Latino Age 3-5 ,Native Hawaiian or Other Pacific Islander Age 3-5 ,Two or More Races Age 3-5 ,White Age 3-5 ,Female Age 3 to 5,Male Age 3 to 5,LEP Yes Age 3 to 5,LEP No Age 3 to 5,Age 3 to 5,Age 6-11,Age 12-17,Age 18-21,Ages 6-21,LEP Yes Age 6 to 21,LEP No Age 6 to 21,Female Age 6 to 21,Male Age 6 to 21,American Indian or Alaska Native Age 6 to21,Asian Age 6 to21,Black or African American Age 6 to21,Hispanic/Latino Age 6 to21,Native Hawaiian or Other Pacific Islander Age 6 to21,Two or more races Age 6 to21,White Age 6 to21
2012,ALABAMA,"Separate School, Age 3-5",Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Separate School, Age 6-21",Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,50,74,34,158,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Service Provider Location,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Services Regular Early Childhood Program (at least 10 Hours),Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Services Regular Early Childhood Program (less than 10 Hours),Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Total, Age 3-5",Multiple disabilities,0,0,25,1,0,0,23,-,-,-,-,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Total, Age 6-21",Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,423,622,227,1272,-,-,-,-,6,9,494,48,0,7,708
2012,ALABAMA,Correctional Facilities,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Home,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Homebound/Hospital,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,2,8,3,13,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class 40% through 79% of day,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,28,26,5,59,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class 80% or more of the day,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,152,196,19,367,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class less than 40% of day,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,47,55,23,125,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Other Location Regular Early Childhood Program (at least 10 Hours),Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Other Location Regular Early Childhood Program (less than 10 Hours),Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Parentally Placed in Private Schools,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Residential Facility, Age 3-5",Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Residential Facility, Age 6-21",Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Separate Class,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Separate School, Age 3-5",Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Separate School, Age 6-21",Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,9,6,2,17,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Service Provider Location,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Services Regular Early Childhood Program (at least 10 Hours),Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Services Regular Early Childhood Program (less than 10 Hours),Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Total, Age 3-5",Orthopedic impairment,1,1,21,3,0,0,57,-,-,-,-,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Total, Age 6-21",Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,238,292,52,582,-,-,-,-,5,6,178,20,0,7,366
2012,ALABAMA,Correctional Facilities,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,3,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Home,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Homebound/Hospital,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,21,42,8,71,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class 40% through 79% of day,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,241,270,39,550,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class 80% or more of the day,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,3381,3904,278,7563,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class less than 40% of day,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,149,159,40,348,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Other Location Regular Early Childhood Program (at least 10 Hours),Other health impairment,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Other Location Regular Early Childhood Program (less than 10 Hours),Other health impairment,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Parentally Placed in Private Schools,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,4,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Residential Facility, Age 3-5",Other health impairment,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Residential Facility, Age 6-21",Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,16,85,5,106,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Separate Class,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Separate School, Age 3-5",Other health impairment,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Separate School, Age 6-21",Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,45,65,8,118,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Service Provider Location,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Services Regular Early Childhood Program (at least 10 Hours),Other health impairment,-,-,-,-,-,-,-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Services Regular Early Childhood Program (less than 10 Hours),Other health impairment,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Total, Age 3-5",Other health impairment,1,0,51,7,0,4,120,-,-,-,-,183,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Total, Age 6-21",Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,3857,4527,379,8763,-,-,-,-,69,38,3087,151,3,105,5310
2012,ALABAMA,Correctional Facilities,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,0,4,104,108,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Home,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Homebound/Hospital,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,1,24,7,32,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class 40% through 79% of day,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,378,807,172,1357,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class 80% or more of the day,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,8635,19101,2482,30218,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class less than 40% of day,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,39,76,21,136,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Other Location Regular Early Childhood Program (at least 10 Hours),Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Other Location Regular Early Childhood Program (less than 10 Hours),Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Parentally Placed in Private Schools,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,7,2,0,9,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Residential Facility, Age 3-5",Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Residential Facility, Age 6-21",Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,5,91,14,110,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Separate Class,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Separate School, Age 3-5",Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Separate School, Age 6-21",Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,6,120,16,142,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Service Provider Location,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Services Regular Early Childhood Program (at least 10 Hours),Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Services Regular Early Childhood Program (less than 10 Hours),Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Total, Age 3-5",Specific learning disability,0,0,3,0,0,0,0,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Total, Age 6-21",Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,9071,20225,2816,32112,-,-,-,-,244,100,14517,1183,11,210,15847
2012,ALABAMA,Correctional Facilities,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,4,4,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Home,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Homebound/Hospital,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,2,1,0,3,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class 40% through 79% of day,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,101,59,4,164,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class 80% or more of the day,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,11267,1290,46,12603,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class less than 40% of day,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,36,14,0,50,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Other Location Regular Early Childhood Program (at least 10 Hours),Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,1462,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Other Location Regular Early Childhood Program (less than 10 Hours),Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Parentally Placed in Private Schools,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,235,8,0,243,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Residential Facility, Age 3-5",Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Residential Facility, Age 6-21",Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,1,4,0,5,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Separate Class,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Separate School, Age 3-5",Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Separate School, Age 6-21",Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,9,3,0,12,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Service Provider Location,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,615,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Services Regular Early Childhood Program (at least 10 Hours),Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,1362,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Services Regular Early Childhood Program (less than 10 Hours),Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,188,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Total, Age 3-5",Speech or language impairment,15,29,1034,124,1,79,2677,-,-,-,-,3959,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Total, Age 6-21",Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,11651,1379,54,13084,-,-,-,-,93,97,3870,472,4,156,8392
2012,ALABAMA,Correctional Facilities,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Home,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Homebound/Hospital,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,4,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class 40% through 79% of day,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,6,14,2,22,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class 80% or more of the day,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,55,85,7,147,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class less than 40% of day,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,18,13,9,40,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Other Location Regular Early Childhood Program (at least 10 Hours),Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Other Location Regular Early Childhood Program (less than 10 Hours),Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Parentally Placed in Private Schools,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Residential Facility, Age 3-5",Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Residential Facility, Age 6-21",Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,0,2,0,2,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Separate Class,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Separate School, Age 3-5",Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Separate School, Age 6-21",Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,3,1,1,5,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Service Provider Location,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Services Regular Early Childhood Program (at least 10 Hours),Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Services Regular Early Childhood Program (less than 10 Hours),Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Total, Age 3-5",Traumatic brain injury,0,0,5,3,0,1,8,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Total, Age 6-21",Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,83,116,21,220,-,-,-,-,3,2,92,3,1,1,118
2012,ALABAMA,Correctional Facilities,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Home,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Homebound/Hospital,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class 40% through 79% of day,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,12,8,1,21,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class 80% or more of the day,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,136,146,7,289,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Inside regular class less than 40% of day,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,16,16,1,33,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Other Location Regular Early Childhood Program (at least 10 Hours),Visual impairment,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Other Location Regular Early Childhood Program (less than 10 Hours),Visual impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Parentally Placed in Private Schools,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Residential Facility, Age 3-5",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Residential Facility, Age 6-21",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,15,50,13,78,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Separate Class,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Separate School, Age 3-5",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Separate School, Age 6-21",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,25,17,2,44,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Service Provider Location,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Services Regular Early Childhood Program (at least 10 Hours),Visual impairment,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,Services Regular Early Childhood Program (less than 10 Hours),Visual impairment,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Total, Age 3-5",Visual impairment,0,3,14,2,0,0,24,-,-,-,-,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALABAMA,"Total, Age 6-21",Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,205,238,24,467,-,-,-,-,5,8,147,15,0,9,283
2012,ALASKA,Correctional Facilities,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,44,16,60,7,53,6,54,25,1,8,4,1,4,17
2012,ALASKA,Home,All Disabilities,9,0,0,0,0,0,1,5,5,1,9,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,Homebound/Hospital,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,15,13,3,31,1,30,13,18,7,0,2,2,0,2,18
2012,ALASKA,Inside regular class 40% through 79% of day,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,1775,1994,118,3887,707,3180,1264,2623,1134,159,221,305,122,392,1554
2012,ALASKA,Inside regular class 80% or more of the day,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,5104,4099,479,9682,1429,8253,3382,6300,2897,287,383,631,160,812,4512
2012,ALASKA,Inside regular class less than 40% of day,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,781,818,161,1760,193,1567,530,1230,439,80,91,128,43,190,789
2012,ALASKA,Other Location Regular Early Childhood Program (at least 10 Hours),All Disabilities,100,12,14,31,12,56,217,143,299,26,416,442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,Other Location Regular Early Childhood Program (less than 10 Hours),All Disabilities,23,6,9,8,3,10,51,34,76,2,108,110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,Parentally Placed in Private Schools,All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,23,6,0,29,1,28,13,16,5,2,0,0,0,6,16
2012,ALASKA,"Residential Facility, Age 3-5",All Disabilities,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,"Residential Facility, Age 6-21",All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,4,69,3,76,5,71,19,57,25,0,6,5,0,3,37
2012,ALASKA,Separate Class,All Disabilities,116,20,23,68,13,88,399,219,508,6,721,727,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,"Separate School, Age 3-5",All Disabilities,11,4,0,4,0,1,8,12,16,0,28,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,"Separate School, Age 6-21",All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,59,93,166,318,29,289,80,238,63,13,29,20,8,33,152
2012,ALASKA,Service Provider Location,All Disabilities,20,3,4,4,3,8,56,31,67,0,98,98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,Services Regular Early Childhood Program (at least 10 Hours),All Disabilities,299,20,15,37,13,47,204,205,430,56,579,635,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,Services Regular Early Childhood Program (less than 10 Hours),All Disabilities,23,2,2,4,1,5,29,27,39,3,63,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,"Total, Age 3-5",All Disabilities,601,67,67,156,45,215,965,676,1440,94,2022,2116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,"Total, Age 6-21",All Disabilities,-,-,-,-,-,-,-,-,-,-,-,-,7761,7136,946,15843,2372,13471,5307,10536,4595,542,740,1095,334,1442,7095
2012,ALASKA,Correctional Facilities,Autism,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,Home,Autism,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,Homebound/Hospital,Autism,-,-,-,-,-,-,-,-,-,-,-,-,2,1,0,3,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,Inside regular class 40% through 79% of day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,105,89,2,196,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,Inside regular class 80% or more of the day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,148,153,19,320,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,Inside regular class less than 40% of day,Autism,-,-,-,-,-,-,-,-,-,-,-,-,182,135,22,339,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,Other Location Regular Early Childhood Program (at least 10 Hours),Autism,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,Other Location Regular Early Childhood Program (less than 10 Hours),Autism,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,Parentally Placed in Private Schools,Autism,-,-,-,-,-,-,-,-,-,-,-,-,2,2,0,4,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,"Residential Facility, Age 3-5",Autism,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,"Residential Facility, Age 6-21",Autism,-,-,-,-,-,-,-,-,-,-,-,-,0,3,0,3,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,Separate Class,Autism,-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,"Separate School, Age 3-5",Autism,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,"Separate School, Age 6-21",Autism,-,-,-,-,-,-,-,-,-,-,-,-,10,10,40,60,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,Service Provider Location,Autism,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,ALASKA,Services Regular Early Childhood Program (at least 10 Hours),Autism,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
